48 Hours,COE_DJj35nIga2KiyeJPQfik1ayb4SJN,The Family: A Cult Revealed [Part 2],27
48 Hours,IeTtRDT_dZv6MBpAzVQrsxF3Ey5D3AfD,A New Year's Eve party gone bad. A wife and mom shot in the head with her own gun. Did she pull the trigger? Maybe not.,2
48 Hours,4kL4bTACd8yVziig5tz4SEW8Ga6yrrfE,"A family murdered, the husband's on the run posing as a New York Times reporter. The true story behind a new Hollywood movie.",100116
48 Hours,e3nSmfrcfL8OoWJl9kVW0Gn3ehs8H4zD,"Help cops solve a 20-year-old case. A young woman killed, her family brutally stabbed - someone out there knows something ... is it you?",1
48 Hours,AS56Vyi2dSwmBt5a1m3Cz4ozRuWgJodW,Who wanted an Aspen legend dead? Some say anyone who ever met her. Maureen Maher investigates.,092416
48 Hours,rfdiMbrCx_vePDH3QjlOSQpPL50bYg8N,"A key witness in the murder case against an Arizona stockbroker accused of killing his ex-wife speaks out to ""48 Hours.""",67
48 Hours,yeKszKmuOHBhpXz76tlTfTiKsuAmPjzx,Was an alleged religious cult responsible for a young bride's death?,091716
48 Hours,Q_UcIcVdUfHI9mp_N0jv_eq9AqEazD8C,A bright college student lured into the world of bondage and domination by a friend. She said no - and didn't survive the night. Was it murder?,65
48 Hours,67KahpcIGpbdHS75PVdRQjKoXQzqXySr,"A Texas man tells Dr. Phil he's desperate to find his missing ex-girlfriend. 48 hours later, he tells police something different. Where's the truth?",091716
48 Hours,pH4cmI_0QBWmQUi2E9VfXWORuGPyuJXq,"A millionaire is willing to shell out $80,000 to have someone kill his model wife. What could possibly go wrong?",64
48 Hours,8rfXLD5CMk5hlRELNdwtq7Cd2FkgHsny,"""48 Hours"" investigates the mysterious death of a Google executive and his last night with an exotic beauty captured on video",091016
48 Hours,x69CypSJwmeQIl_t6k9DcrisKIjufDfB,A triple murder -- a young woman set afire in a wheelbarrow. Will this haunting clue close the case?,63
48 Hours,g_FjI0EfkobzhzlIRP7u4xwt8juRcqYx,An apparent suicide in a Pennsylvania church exposes secrets a twice-widowed pastor wants to keep hidden,090316
48 Hours,3D77NTuXej8RRM53Ewa9bRn2It1eTjTb,Two daughters are determined to find their mother's killer. Will the investigation expose hidden secrets?,62
48 Hours,W5Seo94m1R7zqCMp0D4TapuIkx4hlKGc,A family man accused of killing his wife has a bizarre outburst in court. Is he crazy or calculating?,090316
48 Hours,Gt1CPcvwPutfmtQf24DgZVni3kCvtcet,"A brat, a Batman collector, filthy rich and dead. Who killed Miami hotel heir Benji Novack?",61
48 Hours,eyP_RDSTf1x3d7sh5bg33KbucQgLivmU,Why would a man confess to killing his 14-year-old cousin if he didn't do it?,082016
48 Hours,A1tQVHcGPKZYB0x0O2V_WxRIuR80HN24,"A young woman, an alcoholic, thought she found help and a safe place -- what she found was a killer.",60
48 Hours,IxJvOB1TF7ZoB8b_o7rtsynwYPsPFRxJ,An ex-wife guns down her former husband -- did she break after being abused or was it cold-blooded murder? Erin Moriarty reports.,082016
48 Hours,E49kjONQQo3bhHqTm7LZwnUEQuCQNyLJ,"An ex-Marine, a secret life and a missing girlfriend -- was it murder? Peter Van Sant Investigates.",59
48 Hours,KcrR9bSuHhpnbRYQMiEL32Lsc9uI6SRN,A former reality show producer on trial for murdering his wife turns the camera on himself inside a Mexican prison. Troy Roberts reports.,081316
48 Hours,QGBo7H43lTkRZuNf8bb0su5iteLPQgMq,A 15-year-old boy goes to a dance and never returns. Teen killers keep a secret for 41 years - until one of them cracks,58
48 Hours,ud0cO_GkP_pSU1HgKb6IvOYr8NVWiOIc,"Kidnapped at knifepoint, a young woman outsmarts her attacker and shares her harrowing story of survival",081316
48 Hours,YjNEYHvKv9TISHKOIxbvQNeL2vtALttk,A former middle school athlete kept quiet about years of abuse by a trusted coach. Can she now get the woman to admit to her crimes?,57
48 Hours,QtZw_wHsNIprTYP9DwUcijXqZMUXZ61M,"Why was a colorful entrepreneur with powerful friends blown up in his car? His ex-wife speaks out for the first time to ""48 Hours""' Peter Van Sant.",080616
48 Hours,38mM0j9648s7EIjQ_xuLr0yqJIravNWO,A Costa Rican paradise turns into a house of horror. How did a Wall Street millionaire end up shot dead in his bedroom?,56
48 Hours,H7TJFbFh0dFMSH9dUn0x3ApE1waRqV9y,A Weight Watchers executive is murdered by her Wall Street lawyer boyfriend. Did his mother's neglect 30 years ago push him to kill? Troy Roberts investigates.,073016
48 Hours,Eeb9zH0eEmi6INysvEPdTT5ShJjWHlFT,"A popular teen couple, an intense breakup -- she's dead. Ever hear of breakup violence?",55
48 Hours,9CpP_mdA7nwe_6ST3jCDeVBxs_HKaV9J,Did a loving wife slip and fall off a cliff while posing for a snapshot or did her husband want more than a good picture?,073016
48 Hours,fIYLy79uxp_dSQ3NvsRzZfZwG3MiyX_N,A beautiful wife is suddenly dead. Would a twin really know if his brother was a killer?,54
48 Hours,h3uRv_Q6yyeb65ENrBWjIt_EWrX2gNVC,"Julia Roberts narrates this gripping account of the 2004 hostage crisis 10 years ago in the small Russian town of Beslan, where Chechen terrorists seized a school and killed over 330 innocent people, many of them children",072316
48 Hours,AGUm2iRdxTIatLyTh96OFt2hgACP0Z3U,A mother battles to prove her son died an American hero,53
48 Hours,r_DnnJggS_y7vPRKXlie2riu9TQYhrzO,A mother of three is found dead. She had secrets -- did she name her own killer?,071616
48 Hours,sVqwW_UXIsKeuL9Ud8nyM7K5e7sEwsSM,A detective is haunted by the case of two women missing for 30 years - now she's hot on the trail of a killer,52
48 Hours,d89H7X7ZDz0c1Ksp8fa26RofusTTKPg4,A high school dancer and aspiring model is found dead. Did the killer videotape the murder? Peter Van Sant reports.,071616
48 Hours,1dxhYvMMnenOCmAkKDTpbBOYIyrXfNPL,"Three murders, three trials, 13 years of reporting by ""48 Hours"" and a husband and father walks free",51
48 Hours,nhzBzhb_i_DnehnFWjllpjn8_vg70FoP,An actress is dead and her preacher boyfriend prays for answers. Maureen Maher reports.,071016
48 Hours,fjrldkp9UOVkOn5NlhIDZWaquBeX917u,A beauty queen is found murdered. The prime suspect -- the priest who heard her confession. Richard Schlesinger investigates.,49
48 Hours,S96_cyNyX94QO_iGorT1XUxgkc6yxjzP,Two women shot dead and a soldier is the prime suspect. Can the Army get justice against one of its own? Richard Schlesinger investigates.,070216
48 Hours,FFexCINWqyCIbKUQuht2_LzPr8I9wQIc,Did a bookie gamble away everything -- including his wife's life?,48
48 Hours,bWIOpvUQIWkllTmzwWItYL84PIJ5GT4E,"The head of security for a televangelist is threatened, his wife and sons murdered. Who wanted this family dead?",070216
48 Hours,9ih5AR_HDxuVK8Tc0lpKiH9Qb1akJkZc,"Can a $100,000 reward and a new team of FBI agents solve the 9-year-old case of a missing honeymooner?",47
48 Hours,kzwYEDEluX41Z___aK1LxroFDvFA_GIQ,Who wanted a one-time millionaire dead more: his live-in ex-wife or his son? Peter Van Sant investigates.,062516
48 Hours,2gGrVPrKsW0WO_KJEo_C4ukU5sHnVEjd,"An honor student shot dead -- an innocent bystander in a gang war. A ""48 Hours"" investigation into drugs, guns, gangs & the battle for Chicago. Maureen Maher and Armen Keteyian report.",46
48 Hours,Vw_ZsSX6qy2GoA3ETuPjAQeSu2LXV3kF,A mother believes she knows who murdered her daughter - can she prove it? Peter Van Sant investigates.,061816
48 Hours,j_EKWQpgyNkPAyq8Ro4w4grHMvmf_N3j,A mother's brutal murder reveals shocking family secrets. Tracy Smith reports.,45
48 Hours,XeryZMKF_yqg6_yja5UAZXU3FywZHH8k,"Olympic hero Oscar Pistorius shot his girlfriend -- was it an accident or is he a cold-blooded murderer? His closest family friend speaks out to ""48 Hours""",061816
48 Hours,8JmBX0Fqj4s5jNLjACLpG2Qjm2Mzj7Y8,A young mother is dead and identical twin brothers are the suspects. Did studying TV crime shows help them come close to pulling off the perfect crime? Erin Moriarty reports.,442
48 Hours,xZ4ZDRwpwUTAtDiklWaX0sWBilZmc2oz,"Facing a third trial for killing his wife, a wealthy New York businessman gives his first interview to ""48 Hours""' Erin Moriarty",061116
48 Hours,fAZOeM6T589ylfQxsZyVvw8kcOmdbi5p,An aspiring actress is brutally strangled. DNA was left all over the crime scene... leading police to a surprising suspect. Maureen Maher reports.,441
48 Hours,kRm3R_j2Z6idaHmZf__YCvnLGItEZ70h,A college student missing for 25 years - has a Florida sheriff's office solved one of the state's biggest mysteries? Tracy Smith reports.,061116
48 Hours,WgTo_l7iSGtSg7mCSr97sKyhPiDr_ZYH,"8 Hours Live to Tell: A breakup, one last hug. Was a college student walking into her own murder?",43
48 Hours,rGwy8_0wzcacV2gZ7_ExLipTHq4mz4t1,"A key witness in the murder case against an Arizona stockbroker accused of killing his ex-wife speaks out on network television for the first time in an interview with ""48 Hours."" Maureen Maher reports.",060416
48 Hours,N6ry2VWn_0RF7TpLMfQ6cElBuLAoCRfG,A music producer is convicted of murder after 26 years. Case closed? Not by a long shot. Correspondent Tracy Smith reports.,40
48 Hours,IM9JFdl7qNfPEX07KLAfCQ7salv0ISUS,Can a childhood memory of a friend's murder solve a 55-year-old cold case? Erin Moriarty investigates.,052816
48 Hours,G9Hnn1oHUaH69ySKpGzr66iuNK10ZZJk,"A couple killed, a daughter suspected - could a mortgage application lead to the killer? Erin Moriarty investigates.",41
48 Hours,86hPFHmJnr5so6QMKZHJg3Zj5iG6WPzR,"Two murdered teens, 32 years to get justice, and eight years of reporting by ""48 Hours"". Troy Roberts reports.",052816
48 Hours,5uYFqOHjXVii8gi9CrhLKN1NqlXyIBVk,A Weight Watchers executive is murdered by her Wall Street lawyer boyfriend. Did his mother's neglect 30 years ago push him to kill? Troy Roberts investigates.,39
48 Hours,anNSUNTYUapOh6Yf551DXHnmCczDewnd,A son helps a new detective find his father's killer. Troy Roberts reports.,052116
48 Hours,HOCAiecm2mVA_5ZiVu4JFFvoQKfcBnOg,"Was a brilliant Texas businessman with a taste for bondage killed by an intruder, someone he loved or by his own hand?",38
48 Hours,GU3DRDXAv7_PFnPr06jJdhi46pjEpISx,"A beauty queen, a rock musician and a cross-country hunt for a cold-blooded killer. Peter Van Sant reports.",052116
48 Hours,3W9kyAie_rC7zsp14LKYrKX0r7G282gJ,Can a Facebook-savvy investigator solve a two-decade old case of a murdered mom? Troy Roberts reports.,37
48 Hours,TzD2fBSzVipFdSQb00AHSNQ4uGtZhI2g,Can a son's shocking discovery about his father prove his mom's death wasn't a suicide? Susan Spencer investigates.,051416
48 Hours,br22y_wdntpv2KGErP7FW3ZoxDMjN01x,"A powerful politician, a forbidden affair - did he love her to death? ""48 Hours""' Richard Schlesinger reports.",36
48 Hours,MC6WxKRsgqCtjWRpphwiDivULUQgMENk,A lover is shot dead - will cell phone video taken in the aftermath be enough to clear or convict? Troy Roberts reports.,050716
48 Hours,tz58HJ8y6vpKQ3l_BHjvRRnJLrtAb4IJ,Why would a man confess to killing his 14-year-old cousin if he didn't do it? Erin Moriarty investigates.,35
48 Hours,JsXx3oaHQOxbXpXt9k02tbdYuORWD0LE,"Wrongly convicted of murder and finally free, can Ryan Ferguson put his life back together?",043016
48 Hours,PUERpiwVzN78G7WQz6nHdyLqH499FToc,Would getting away with murder be a final con for the man who posed as Clark Rockefeller?,34
48 Hours,H6_14Dv1_giRvcSFfarG_tTJ3APmU3O2,A detective is haunted by the case of two women missing for 30 years. Now she's hot on the trail of a killer - can she catch him? Susan Spencer reports.,042316
48 Hours,ctHmlkoE3QMGPXVvyEn7Ae_CE8O8TcLP,A mother of three is found dead in a Colorado river. She had secrets -- did she name her own killer? Tracy Smith reports.,34
48 Hours,ZEO5AaJF8dbpmq3ekSSmyNF_ANYGOv6_,A beauty queen is found murdered. The prime suspect -- the priest who heard her confession. Richard Schlesinger reports.,042316
48 Hours,IYk0aem1zZHpxV0jartsA_aBn8Fy1Sit,A gang of bodybuilders hatch a plan to kidnap and kill wealthy people. Troy Roberts has the real story that inspired a Hollywood movie.,33
48 Hours,eYvS7odIJbShePVgQDRJv3h_xhNd7yh9,A professional poker player is under suspicion for the brutal murder of his parents. Peter Van Sant reports.,041616
48 Hours,wBJ9sVX9IUse_NDZ2Samd0BMDz7wiuG2,A missing wife and a wild confession. What caused a top chef to jump from a California cliff?,32
48 Hours,KZDnHPKqIj9DTo8eGy8f083iq0Sm3tyq,Did a bookie gamble away everything -- including his wife's life?,040916
48 Hours,169n5Iy053lZYhpMac7NfLrgIMUKEgrf,"""48 Hours"" investigates the sometimes-shady business of international child adoptions and the lengths families will go to bring children home to the U.S.",31
48 Hours,4zhfp1Uzkf467WxNzKwMwZc7vj_EmH9G,An apparent suicide in a Pennsylvania church exposes secrets a twice-widowed pastor wants to keep hidden.,040216
48 Hours,CKHwjuTGCESonR5j0eIK2e9JjfxsHy8I,48 Hours Presents: Live to Tell: A woman is savagely beaten in her own home -- but her attacked refuses to say why,30
48 Hours,fQeH8YsMO2I8wy5MEUO_kcsMwzi4s_7l,48 Hours Presents: Live to Tell: A little girl is terrorized when a killer wants her family dead,040216
48 Hours,2EpRNeeXfitlMg7S4s6l7GSJ_4EU_duV,A haunted highway that attracts evil ... over 20 girls missing or murdered. Who killed them? Peter Van Sant investigates.,29
48 Hours,JdsdVk12m7ZxHq9jnqIJ3KBOfABj2VVi,Who wanted a one-time millionaire dead more: his ex-wife or his son? Peter Van Sant reports,031916
48 Hours,5QK1jMCPqeTZ2b_5eVUn6bNjYmO_Heg8,"Three murders, three trials, 13 years of reporting by ""48 Hours"" and a husband and father walks free. David Camm talks to ""48 Hours""' Richard Schlesinger in his first network TV interview since his trial.",28
48 Hours,MZyu8qTwTbuEDWgU34KIdGD7k94Idlj5,An aspiring actress is brutally strangled. DNA was left all over the crime scene... leading police to a surprising suspect. Maureen Maher investigates.,031216
48 Hours,em8iiERv12L7hu_8PMtIc6WBOQrkU7_O,"Did identical twin brothers nearly pull off the perfect murder by watching ""CSI?""",27
48 Hours,20iQfbufGwcysnoe3YCAr2s5Sh_OZoRF,A mother believes she knows who murdered her daughter -- can she prove it?,030516
48 Hours,PS3No1kF7b6v0SFPdll08ZJN8JRSEm3B,"A popular teen couple, an intense breakup -- and she's dead. Was it a case of breakup violence?",26
48 Hours,1M7G5CGkTgAT5NyF29fobC4WGYsiwHVf,New developments in Michael Skakel's push to overturn his conviction for the 1975 murder of 15-year-old Martha Moxley.,030516
48 Hours,wkR2dcelPNzH_0_elVy5Up9tG1EonFk2,"The untold final chapter of the amazing ""Clark Rockefeller"" story",25
48 Hours,c0l2ce5qwf7AMb2_6TxKw71kqfi27n0c,Did a loving wife slip and fall off a cliff while posing for a snapshot or did her husband want more than a good picture? Peter Van Sant investigates.,022716
48 Hours,ZlR7rdXAZJVknGT1lVXgft1sTMFMqN9v,Did high-tech engineer Shane Todd die protecting American secrets in Singapore?,24
48 Hours,DMvmTtze4fTSNlJXAAl5CQkQCu8izQ3T,"Two murdered teens, a 32-year search for justice and eight years of reporting by ""48 Hours"". Troy Roberts has the latest in the investigation.",022016
48 Hours,irPB0Y_zyNa3KTyqOhUqFDZTJL1moo4H,Two women shot dead and a soldier is the prime suspect. Can the Army get justice against one of its own?,23
48 Hours,iG59r7YA8PW6lgCalPzbLDcsU1_W73Qv,Can a childhood memory of a friend's murder solve a 55-year-old cold case?,021216
48 Hours,CYptKkXgp9NQzzc_UbPboSeL_QApJQH1,Did a motivational speaker motivate someone to kill him?,22
48 Hours,JOrbGR6VwSS6nLvuIWWVYiOP24972na1,A girlfriend wears a wire to help police expose her boyfriend's double life - but was he a killer? Maureen Maher reports.,013016
48 Hours,ZVRElI5unmVrZoAxVBQ1SfkM4IBj77_I,A woman is murdered - can secret pictures of her reveal clues about the killer? Richard Schlesinger reports.,21
48 Hours,3YDf0RIehg5_lgLIyPSwov6OUy5WB0f5,"A young Iraq veteran dies in a wreck leaving her ex-boyfriend unhurt. The crash didn't kill her, what did?",013016
48 Hours,xMFLnq4etTtGYZepMf59ClqaosS279Tu,A lawyer murdered and his wife left for dead -- the case that spawned a TV movie a killer tried to block. Peter Van Sant reports.,19
48 Hours,7Wt9fgH8nBYgkWiLANmlr577Ol39xSlD,"A mother torments the man she says killed her daughter, but can she get him to confess? Richard Schlesinger reports.",012316
48 Hours,CHsNxnnfLCyFYSSNojp3wHsrHYaH5XPU,A mother's brutal murder reveals shocking family secrets. Tracy Smith reports.,20
48 Hours,ihW54w_XX4x2vPibU1aV4e_dwCxt5_u3,"""48 Hours"" Live to Tell: A 15-year-old girl and her parents summon the courage to stop a serial killer in his tracks.",012216
48 Hours,_KN_YG__uoCHHLSJkYaNcqdUdzq3Z9Qk,A married couple is assassinated -- could an online map have led killers to the wrong house?,18
48 Hours,FtXOdSQKJZH4Z9zspmpErfd1Di6jRoh8,"""48 Hours"" Live to Tell: The lone survivor of a serial killer on a multi-state killing spree tells her story, in her words",011616
48 Hours,cHIETaSwizwmuDTQtRs5mMuKfKifW_sA,A shipwreck on the high seas forces a mother to make an unthinkable choice,17
48 Hours,rAZyzZxUpRlceOl8epkok1EWMy7w1oZ_,New details in the death of a missing escort; veteran detective speaks out for the first time on network TV,010216
48 Hours,_8IbhBC4BcVUwF35Ky8EXag6Ka4E3_MN,Why was a wealthy couple targeted for death?,16
48 Hours,hiOr7YzUHegVKI0hjic9Vk_m1fGA_0Q6,"A brat, a Batman collector, filthy rich and dead. Who killed Miami hotel heir Benji Novack? Troy Roberts reports.",122615
48 Hours,yymDoNcYY5GldFpDCg2CSCupvUBdkZ_Z,"He pulled off an international crime spree as a teenager. Peter Van Sant has the latest on Colton Harris-Moore, the infamous ""Barefoot Bandit.",16
48 Hours,EbF82sXkN4MwZ4_TlCFKijVRS3errFbK,Would a husband drug his kids so they wouldn't hear him kill his wife? Maureen Maher reports.,122615
48 Hours,yBd2X2AcsqGyLfoV3KGSRiqM9wRjy8UW,"After 40 years on the run, we know where a convicted killer is. What's next for George Wright? Susan Spencer reports.",15
48 Hours,cZYRZNz2yXjcgGRmPdZ_ONJVVJI2NRx7,"A beautiful wife is suddenly dead. Would a twin really know if his brother was a killer? ""48 Hours"" correspondent Erin Moriarty investigates.",121915
48 Hours,j0RwnoCpuiiVw6BFpfOeG2doQpdEhkIM,Ryan Ferguson is serving 40 years for murder -- but his accuser says it was all a lie. Can new information free an innocent man?,14
